rpm,speed,temperature,throttle,battery
3.740675781250000000e+03,1.051041793823242188e+02,8.878874206542968750e+01,2.945651245117187500e+01,1.425905323028564453e+01
2.886084472656250000e+03,8.100688171386718750e+01,9.433695220947265625e+01,6.438634490966796875e+01,1.397103118896484375e+01
1.392733886718750000e+03,3.791286468505859375e+01,8.560438537597656250e+01,7.492122650146484375e+00,1.202744674682617188e+01
9.842886962890625000e+02,2.766048431396484375e+01,8.834065246582031250e+01,8.335452270507812500e+01,1.399414920806884766e+01
2.643832275390625000e+03,7.373969268798828125e+01,9.303482055664062500e+01,7.927508544921875000e+01,1.366200160980224609e+01
1.518374511718750000e+03,4.241201400756835938e+01,8.611154174804687500e+01,4.698000717163085938e+01,1.351213073730468750e+01
3.286522949218750000e+03,9.166302490234375000e+01,8.574750518798828125e+01,2.298141288757324219e+01,1.415086269378662109e+01
8.343284912109375000e+02,2.375659942626953125e+01,9.025088500976562500e+01,1.637512969970703125e+01,1.241476726531982422e+01
2.411590332031250000e+03,6.646343231201171875e+01,8.503157806396484375e+01,4.372352218627929688e+01,1.346049690246582031e+01
1.011988708496093750e+03,2.890313911437988281e+01,8.831307983398437500e+01,9.530432128906250000e+01,1.388867759704589844e+01
3.059579833984375000e+03,8.550069427490234375e+01,8.729339599609375000e+01,7.863645935058593750e+01,1.343261432647705078e+01
1.686292114257812500e+03,4.791121292114257812e+01,8.572695159912109375e+01,9.933623504638671875e+01,1.418674468994140625e+01
1.973117553710937500e+03,5.528252792358398438e+01,8.695450592041015625e+01,1.941056632995605469e+01,1.362612819671630859e+01
1.288619873046875000e+03,3.576306915283203125e+01,9.005831146240234375e+01,5.314993286132812500e+01,1.376622390747070312e+01
3.394350097656250000e+03,9.460625457763671875e+01,9.225077819824218750e+01,9.395735168457031250e+01,1.413874340057373047e+01
9.662479858398437500e+02,2.729613685607910156e+01,9.191554260253906250e+01,9.522006988525390625e+01,1.278471660614013672e+01
2.332908935546875000e+03,6.508580017089843750e+01,8.826880645751953125e+01,2.924515151977539062e+01,1.379283428192138672e+01
9.454708862304687500e+02,2.565131759643554688e+01,8.964079284667968750e+01,1.787215423583984375e+01,1.396065425872802734e+01
3.274011718750000000e+03,9.151005554199218750e+01,9.324063873291015625e+01,7.233969116210937500e+01,1.424153900146484375e+01
1.261401855468750000e+03,3.563432693481445312e+01,9.307123565673828125e+01,3.612835884094238281e+00,1.233169269561767578e+01
3.414820556640625000e+03,9.616819000244140625e+01,9.146079254150390625e+01,8.868621063232421875e+01,1.353352451324462891e+01
1.926435791015625000e+03,5.410793304443359375e+01,9.207550048828125000e+01,5.943023204803466797e+00,1.423867034912109375e+01
1.459565307617187500e+03,4.097784805297851562e+01,8.721203613281250000e+01,2.050439453125000000e+01,1.422046947479248047e+01
6.665585449218750000e+03,4.159376525878906250e+01,8.889664459228515625e+01,6.240779113769531250e+01,1.369431781768798828e+01
2.702156250000000000e+03,7.553068542480468750e+01,9.121142578125000000e+01,6.178464126586914062e+01,1.339299392700195312e+01
3.446326416015625000e+03,9.543714904785156250e+01,8.878108215332031250e+01,9.119966888427734375e+01,1.394293022155761719e+01
2.637457275390625000e+03,7.362589263916015625e+01,9.155580139160156250e+01,3.104072332382202148e+00,1.295182609558105469e+01
1.623903686523437500e+03,4.510982894897460938e+01,8.900720214843750000e+01,1.623266220092773438e+01,1.213978862762451172e+01
3.598598632812500000e+03,1.014634475708007812e+02,8.810323333740234375e+01,7.774048614501953125e+01,1.442956638336181641e+01
3.962180419921875000e+03,1.111247253417968750e+02,8.930207061767578125e+01,6.761499786376953125e+01,1.353983974456787109e+01
1.358130371093750000e+03,3.860881805419921875e+01,8.824681091308593750e+01,9.344261169433593750e+01,1.342233467102050781e+01
1.203921386718750000e+03,3.355697631835937500e+01,9.401965332031250000e+01,8.766954803466796875e+01,1.280897903442382812e+01
1.083950317382812500e+03,3.065783119201660156e+01,9.442504882812500000e+01,9.506648254394531250e+01,1.302800750732421875e+01
3.495175292968750000e+03,9.673731994628906250e+01,9.153404998779296875e+01,6.604522705078125000e+01,1.331995010375976562e+01
2.430047607421875000e+03,6.778610229492187500e+01,8.602938842773437500e+01,8.218704986572265625e+01,1.319826126098632812e+01
1.082258911132812500e+03,2.983514404296875000e+01,8.694138336181640625e+01,2.861503601074218750e+01,1.294610786437988281e+01
2.314016113281250000e+03,6.509220886230468750e+01,9.290450286865234375e+01,2.232441520690917969e+01,1.374129295349121094e+01
2.861077880859375000e+03,8.018292999267578125e+01,8.504400634765625000e+01,4.465811538696289062e+01,1.201514530181884766e+01
2.011005859375000000e+03,5.589739227294921875e+01,9.156680297851562500e+01,8.282757568359375000e+01,1.305183029174804688e+01
1.766620483398437500e+03,-4.110927283763885498e-01,9.153384399414062500e+01,6.855340576171875000e+01,1.213781070709228516e+01
3.474322998046875000e+03,9.712363433837890625e+01,9.447388458251953125e+01,5.380002975463867188e+01,1.357177829742431641e+01
2.760379882812500000e+03,7.654962158203125000e+01,8.672734832763671875e+01,7.997875213623046875e+01,1.312530326843261719e+01
3.270696289062500000e+03,9.073829650878906250e+01,1.294768524169921875e+02,7.454900360107421875e+01,1.446638679504394531e+01
1.633181030273437500e+03,4.515951538085937500e+01,8.575829315185546875e+01,1.170859050750732422e+01,1.444642448425292969e+01
2.052432373046875000e+03,5.805416488647460938e+01,9.242049407958984375e+01,7.431514739990234375e+01,1.425393581390380859e+01
1.381695556640625000e+03,3.808466339111328125e+01,9.228887939453125000e+01,4.921343231201171875e+01,1.278315639495849609e+01
3.921906005859375000e+03,1.085879364013671875e+02,8.692300415039062500e+01,2.207979202270507812e+01,1.364018440246582031e+01
3.193966796875000000e+03,8.909667205810546875e+01,9.328932952880859375e+01,5.201829147338867188e+01,1.267913436889648438e+01
8.870758666992187500e+02,2.537883377075195312e+01,9.417344665527343750e+01,5.483834457397460938e+01,1.376485538482666016e+01
1.418973022460937500e+03,3.943770980834960938e+01,9.042053985595703125e+01,1.603862380981445312e+01,1.297108173370361328e+01
3.128837158203125000e+03,8.742063903808593750e+01,8.571825408935546875e+01,7.085601806640625000e+01,1.401147365570068359e+01
2.773996093750000000e+03,7.811042022705078125e+01,9.383631134033203125e+01,3.005086135864257812e+01,1.297701168060302734e+01
1.303713745117187500e+03,3.621868133544921875e+01,9.011370849609375000e+01,4.166250991821289062e+01,1.421901988983154297e+01
3.012171875000000000e+03,8.422319793701171875e+01,9.339901733398437500e+01,7.548371887207031250e+01,1.276226615905761719e+01
1.146585937500000000e+03,3.210899353027343750e+01,8.646546936035156250e+01,9.812765502929687500e+01,1.354415035247802734e+01
2.969291503906250000e+03,8.326901245117187500e+01,9.349858856201171875e+01,9.812622833251953125e+01,1.368003940582275391e+01
8.176037597656250000e+02,2.377999687194824219e+01,8.743384552001953125e+01,9.675520324707031250e+01,1.295385456085205078e+01
2.504096435546875000e+03,6.883473968505859375e+01,9.464453887939453125e+01,8.482755279541015625e+01,1.355379581451416016e+01
3.747383056640625000e+03,1.048983306884765625e+02,9.020275115966796875e+01,7.998703765869140625e+01,1.278612709045410156e+01
3.104691406250000000e+03,8.707194519042968750e+01,9.290243530273437500e+01,6.247606277465820312e+01,1.334376907348632812e+01
3.566713134765625000e+03,1.001838989257812500e+02,8.897571563720703125e+01,9.400469207763671875e+01,1.325419235229492188e+01
3.502634277343750000e+03,9.817776489257812500e+01,1.251071624755859375e+02,9.793629455566406250e+01,1.214209365844726562e+01
1.948712402343750000e+03,5.507965087890625000e+01,9.445165252685546875e+01,6.626882171630859375e+01,1.438693332672119141e+01
9.153937988281250000e+02,2.597895431518554688e+01,9.206388092041015625e+01,7.519869232177734375e+01,1.261182117462158203e+01
2.432069824218750000e+03,6.830740356445312500e+01,9.193402862548828125e+01,2.878306198120117188e+01,1.320425033569335938e+01
1.366404541015625000e+03,3.837496566772460938e+01,8.775031280517578125e+01,6.494678020477294922e+00,1.213733768463134766e+01
3.621024658203125000e+03,1.011679534912109375e+02,8.608336639404296875e+01,9.846681213378906250e+01,1.324918842315673828e+01
1.761796752929687500e+03,4.921532821655273438e+01,8.906559753417968750e+01,9.677544403076171875e+01,1.411304950714111328e+01
1.368324829101562500e+03,3.877723312377929688e+01,9.295327758789062500e+01,5.887994766235351562e+01,1.332415390014648438e+01
1.839206787109375000e+03,5.076216888427734375e+01,8.955230712890625000e+01,3.017692947387695312e+01,1.447799968719482422e+01
1.495539550781250000e+03,4.196598815917968750e+01,8.568609619140625000e+01,2.366580581665039062e+01,1.398353004455566406e+01
3.522209960937500000e+03,9.860486602783203125e+01,9.198242187500000000e+01,3.845640563964843750e+01,1.281085014343261719e+01
1.060938232421875000e+03,2.894125366210937500e+01,9.359762573242187500e+01,3.179657745361328125e+01,1.417644214630126953e+01
1.683629516601562500e+03,4.724486160278320312e+01,1.326215515136718750e+02,8.270199584960937500e+01,1.287280082702636719e+01
3.794907714843750000e+03,1.059984893798828125e+02,8.914630889892578125e+01,5.767511749267578125e+01,1.257565212249755859e+01
3.787365234375000000e+03,1.064263610839843750e+02,9.067813110351562500e+01,6.466816711425781250e+01,1.310144615173339844e+01
3.869690185546875000e+03,1.079272308349609375e+02,9.409517669677734375e+01,8.789539337158203125e+01,1.415998172760009766e+01
1.429663452148437500e+03,3.912770080566406250e+01,9.105848693847656250e+01,7.819452667236328125e+01,1.291144084930419922e+01
1.497366333007812500e+03,4.218551254272460938e+01,8.711586761474609375e+01,9.620938301086425781e+00,1.345719814300537109e+01
3.385629150390625000e+03,9.454696655273437500e+01,9.447795104980468750e+01,4.458998107910156250e+01,1.426318073272705078e+01
1.293239868164062500e+03,3.581881332397460938e+01,9.040724945068359375e+01,1.308085536956787109e+01,1.339393043518066406e+01
3.569889404296875000e+03,9.937734985351562500e+01,8.646102142333984375e+01,4.238743972778320312e+01,1.304179000854492188e+01
3.245940917968750000e+03,9.044873809814453125e+01,8.677824401855468750e+01,5.681274795532226562e+01,1.256360912322998047e+01
2.399621337890625000e+03,6.669648742675781250e+01,9.442764282226562500e+01,5.079658508300781250e+01,1.318014049530029297e+01
1.717704589843750000e+03,4.833092880249023438e+01,9.045668029785156250e+01,9.407601165771484375e+01,1.398586845397949219e+01
2.109430664062500000e+03,5.983742523193359375e+01,9.370915222167968750e+01,2.153764724731445312e+01,1.243153285980224609e+01
3.708800537109375000e+03,1.044793930053710938e+02,8.527986907958984375e+01,3.478668212890625000e+01,1.341358947753906250e+01
1.161118408203125000e+03,3.329943466186523438e+01,8.942477416992187500e+01,9.466232299804687500e+01,1.428662395477294922e+01
2.344624267578125000e+03,6.536453247070312500e+01,8.583885955810546875e+01,6.159434509277343750e+01,1.379996013641357422e+01
2.403515380859375000e+03,6.733817291259765625e+01,8.506163024902343750e+01,9.410092926025390625e+01,1.270295143127441406e+01
1.967317626953125000e+03,5.432154464721679688e+01,8.974525451660156250e+01,4.336637878417968750e+01,1.411407852172851562e+01
1.255693237304687500e+03,3.529367065429687500e+01,8.840765380859375000e+01,4.950698471069335938e+01,1.275655269622802734e+01
2.569235107421875000e+03,7.265414428710937500e+01,9.464659881591796875e+01,3.283221054077148438e+01,1.384657573699951172e+01
3.019908935546875000e+03,8.466002655029296875e+01,9.108222198486328125e+01,7.768766784667968750e+01,1.416379165649414062e+01
3.929797119140625000e+03,1.104656219482421875e+02,8.666072845458984375e+01,7.652313995361328125e+01,1.404704761505126953e+01
2.429760986328125000e+03,6.795772552490234375e+01,9.003045654296875000e+01,8.559707641601562500e+01,1.377318477630615234e+01
1.931033691406250000e+03,5.487856292724609375e+01,8.622642517089843750e+01,6.464493560791015625e+01,1.286467742919921875e+01
2.491569335937500000e+03,6.979384613037109375e+01,9.174560546875000000e+01,3.996818161010742188e+01,1.321513271331787109e+01
2.624734619140625000e+03,7.333324432373046875e+01,9.163105010986328125e+01,1.396947097778320312e+01,1.331224822998046875e+01
1.529176879882812500e+03,4.283330154418945312e+01,9.053981018066406250e+01,2.115601062774658203e+00,1.279090404510498047e+01
3.420500488281250000e+03,9.593850708007812500e+01,9.243382263183593750e+01,6.670209503173828125e+01,1.219927787780761719e+01
3.434298828125000000e+03,9.683441162109375000e+01,8.856894683837890625e+01,5.248639678955078125e+01,1.344239234924316406e+01
2.875664306640625000e+03,8.033647155761718750e+01,9.141397094726562500e+01,2.526620674133300781e+01,1.353321933746337891e+01
3.102639892578125000e+03,8.676583099365234375e+01,9.287752532958984375e+01,8.969428253173828125e+01,1.370015239715576172e+01
3.181359130859375000e+03,8.984788513183593750e+01,8.546319580078125000e+01,9.838394927978515625e+01,1.367825794219970703e+01
3.864332031250000000e+03,1.091172943115234375e+02,8.709781646728515625e+01,5.731845474243164062e+01,1.293023014068603516e+01
3.779267333984375000e+03,1.059011001586914062e+02,9.343056488037109375e+01,9.059445190429687500e+01,1.432546329498291016e+01
3.635089843750000000e+03,1.017629776000976562e+02,9.324623870849609375e+01,3.209119415283203125e+01,1.443284416198730469e+01
2.523423583984375000e+03,7.029320526123046875e+01,8.674838256835937500e+01,3.012322998046875000e+01,1.275753116607666016e+01
3.541557373046875000e+03,9.877076721191406250e+01,9.200009918212890625e+01,7.348139286041259766e-01,1.288841152191162109e+01
2.537042724609375000e+03,7.017189788818359375e+01,8.837786102294921875e+01,4.524372100830078125e+01,1.296575641632080078e+01
3.422906250000000000e+03,9.567677307128906250e+01,8.893302154541015625e+01,8.707333374023437500e+01,1.372188091278076172e+01
2.978166015625000000e+03,8.356533813476562500e+01,9.329107666015625000e+01,4.111606597900390625e+01,1.446278953552246094e+01
3.607705078125000000e+03,1.008667907714843750e+02,8.628378295898437500e+01,9.762442779541015625e+01,1.250409984588623047e+01
2.939839599609375000e+03,8.322152709960937500e+01,9.065914916992187500e+01,6.400726318359375000e+01,1.244316768646240234e+01
2.903965820312500000e+03,8.110317993164062500e+01,9.314527130126953125e+01,1.810368728637695312e+01,1.329192924499511719e+01
3.942917236328125000e+03,1.104965438842773438e+02,8.815812683105468750e+01,6.915834045410156250e+01,1.276638507843017578e+01
2.124413574218750000e+03,5.974624252319335938e+01,9.404325866699218750e+01,6.552896118164062500e+01,1.353486442565917969e+01
3.634848632812500000e+03,1.025478973388671875e+02,1.311067199707031250e+02,5.255376434326171875e+01,1.385707283020019531e+01
2.352941162109375000e+03,6.609033966064453125e+01,9.174143218994140625e+01,7.094415283203125000e+01,1.405824947357177734e+01
3.188102050781250000e+03,8.858929443359375000e+01,8.763010406494140625e+01,3.067955398559570312e+01,1.411497879028320312e+01
9.350192871093750000e+02,2.682358169555664062e+01,8.573691558837890625e+01,8.725836181640625000e+01,1.407833003997802734e+01
3.667130126953125000e+03,1.016964111328125000e+02,8.757855224609375000e+01,7.887937927246093750e+01,1.381245040893554688e+01
9.492700805664062500e+02,2.608687400817871094e+01,9.075353240966796875e+01,7.863902282714843750e+01,1.237110805511474609e+01
2.531645263671875000e+03,7.067139434814453125e+01,8.991288757324218750e+01,4.606130599975585938e+01,1.336434268951416016e+01
1.453133789062500000e+03,4.061772918701171875e+01,9.200689697265625000e+01,1.813523674011230469e+01,1.408207511901855469e+01
3.769269042968750000e+03,1.057696838378906250e+02,8.902077484130859375e+01,1.092672538757324219e+01,1.347658538818359375e+01
3.531629394531250000e+03,9.869239807128906250e+01,9.324238586425781250e+01,5.508316802978515625e+01,1.354635047912597656e+01
1.137627319335937500e+03,3.229986953735351562e+01,8.921647644042968750e+01,1.950513648986816406e+01,1.332075881958007812e+01
3.737661621093750000e+03,1.046331329345703125e+02,9.056663513183593750e+01,6.222649765014648438e+01,1.344325065612792969e+01
1.155474121093750000e+03,3.261786270141601562e+01,8.616779327392578125e+01,3.777317047119140625e+01,1.321548843383789062e+01
1.806207885742187500e+03,5.049756240844726562e+01,8.647783660888671875e+01,9.361274719238281250e+01,1.309475994110107422e+01
1.179131469726562500e+03,3.417950820922851562e+01,9.137073516845703125e+01,1.219216823577880859e+01,1.347064495086669922e+01
2.546050781250000000e+03,7.153628540039062500e+01,9.034419250488281250e+01,8.556054687500000000e+01,1.387369441986083984e+01
2.765436279296875000e+03,7.656472778320312500e+01,9.166052246093750000e+01,3.512229156494140625e+01,1.421661376953125000e+01
1.392130493164062500e+03,3.925035858154296875e+01,9.326515197753906250e+01,1.213916873931884766e+01,1.213295841217041016e+01
1.286131713867187500e+03,3.581850051879882812e+01,8.627227783203125000e+01,4.397500610351562500e+01,1.200759983062744141e+01
1.117028930664062500e+03,3.100788116455078125e+01,9.165486145019531250e+01,3.615950775146484375e+01,1.325184822082519531e+01
1.568993408203125000e+03,4.444186401367187500e+01,9.393752288818359375e+01,4.040155887603759766e+00,1.267509555816650391e+01
2.583873291015625000e+03,7.204048919677734375e+01,8.765778350830078125e+01,8.029057312011718750e+01,1.338222980499267578e+01
1.846074707031250000e+03,5.226021957397460938e+01,8.750852966308593750e+01,3.650472640991210938e+01,1.237485408782958984e+01
2.923216796875000000e+03,8.151106262207031250e+01,9.149023437500000000e+01,9.349848175048828125e+01,1.224844360351562500e+01
1.421125366210937500e+03,3.975341033935546875e+01,8.648033142089843750e+01,1.875058650970458984e+00,1.325308322906494141e+01
2.205961181640625000e+03,6.156798553466796875e+01,9.091867065429687500e+01,9.338858795166015625e+01,1.317665767669677734e+01
1.259787475585937500e+03,3.578876495361328125e+01,8.768099975585937500e+01,6.978681182861328125e+01,1.389832305908203125e+01
2.208963623046875000e+03,6.155837631225585938e+01,9.248731231689453125e+01,9.628074645996093750e+01,1.294999313354492188e+01
1.269290649414062500e+03,3.475331878662109375e+01,8.657513427734375000e+01,5.187554168701171875e+01,1.430682945251464844e+01
2.306215332031250000e+03,6.438278198242187500e+01,1.388201141357421875e+02,4.588509082794189453e+00,1.228479099273681641e+01
2.787785888671875000e+03,7.824230957031250000e+01,9.078298187255859375e+01,6.895495605468750000e+01,1.415815925598144531e+01
3.894901367187500000e+03,1.086453857421875000e+02,8.590118408203125000e+01,6.931771087646484375e+01,1.350905227661132812e+01
2.618206542968750000e+03,7.371630096435546875e+01,8.647334289550781250e+01,9.579198455810546875e+01,1.346098136901855469e+01
2.152147949218750000e+03,5.953231430053710938e+01,9.261934661865234375e+01,7.089527130126953125e+00,1.360675621032714844e+01
1.168866455078125000e+03,3.220293045043945312e+01,8.737863922119140625e+01,4.425275802612304688e+01,1.358833599090576172e+01
2.043622924804687500e+03,5.724884796142578125e+01,8.616499328613281250e+01,7.374009704589843750e+01,1.375075721740722656e+01
1.690069580078125000e+03,4.758529663085937500e+01,8.665078735351562500e+01,9.881764221191406250e+01,1.281729888916015625e+01
1.423483154296875000e+03,3.959071350097656250e+01,8.544145202636718750e+01,4.155942153930664062e+01,1.397054767608642578e+01
1.476350708007812500e+03,4.128295135498046875e+01,9.182093048095703125e+01,8.702963256835937500e+01,1.318862628936767578e+01
2.489628173828125000e+03,9.676558971405029297e-01,8.803653717041015625e+01,2.182328605651855469e+01,1.414826488494873047e+01
1.780307983398437500e+03,5.043646621704101562e+01,8.843137359619140625e+01,8.414318847656250000e+01,1.329703521728515625e+01
2.851532226562500000e+03,8.007358551025390625e+01,8.868086242675781250e+01,3.054670524597167969e+01,1.396289062500000000e+01
2.333982666015625000e+03,6.535722351074218750e+01,9.486631774902343750e+01,7.177602386474609375e+01,1.437798690795898438e+01
3.122600585937500000e+03,8.808956146240234375e+01,9.341128540039062500e+01,2.988678359985351562e+01,1.413287448883056641e+01
2.497056152343750000e+03,7.042150115966796875e+01,8.679344940185546875e+01,6.016544342041015625e+01,1.429244041442871094e+01
2.363299804687500000e+03,6.561122131347656250e+01,9.499053955078125000e+01,7.123268127441406250e+01,1.412147617340087891e+01
3.525658691406250000e+03,9.819316101074218750e+01,8.854158782958984375e+01,1.878912353515625000e+01,1.233586502075195312e+01
7.026885253906250000e+03,4.113750457763671875e+01,9.032923889160156250e+01,2.886636352539062500e+01,1.393393516540527344e+01
2.444954345703125000e+03,6.851618194580078125e+01,8.635221099853515625e+01,1.169472312927246094e+01,1.225830745697021484e+01
1.966589111328125000e+03,5.557252502441406250e+01,8.521625518798828125e+01,4.339764785766601562e+01,1.432147407531738281e+01
7.444218750000000000e+03,3.474509048461914062e+01,9.281182098388671875e+01,7.022938537597656250e+01,1.386357498168945312e+01
1.432536987304687500e+03,4.022918319702148438e+01,8.805795288085937500e+01,9.412114715576171875e+01,1.321655464172363281e+01
3.259875000000000000e+03,9.155015563964843750e+01,9.439698791503906250e+01,5.838214874267578125e+01,1.330011367797851562e+01
2.786870117187500000e+03,7.715491485595703125e+01,9.322606658935546875e+01,6.851643371582031250e+01,1.295136928558349609e+01
2.887785888671875000e+03,8.116758728027343750e+01,9.287432098388671875e+01,5.491444015502929688e+01,1.307854557037353516e+01
2.885809570312500000e+03,8.067161560058593750e+01,8.941018676757812500e+01,5.812470245361328125e+01,1.258556461334228516e+01
2.644575439453125000e+03,7.358193206787109375e+01,9.198362731933593750e+01,9.231393432617187500e+01,1.322386741638183594e+01
2.893127685546875000e+03,8.181313323974609375e+01,9.484577941894531250e+01,2.882282447814941406e+01,1.383438396453857422e+01
3.087383056640625000e+03,8.607503509521484375e+01,8.973712158203125000e+01,5.850155639648437500e+01,1.443841075897216797e+01
8.083659667968750000e+02,2.268568801879882812e+01,8.678469085693359375e+01,2.951926612854003906e+01,1.274375057220458984e+01
2.135204589843750000e+03,5.989852905273437500e+01,8.887802124023437500e+01,7.212082672119140625e+01,1.363851928710937500e+01
2.150871826171875000e+03,6.074863815307617188e+01,8.726717376708984375e+01,8.007857513427734375e+01,1.404981422424316406e+01
2.820913818359375000e+03,7.932456970214843750e+01,8.872711944580078125e+01,4.665473937988281250e+00,1.242247867584228516e+01
2.251466796875000000e+03,6.287230682373046875e+01,8.520812988281250000e+01,4.751094436645507812e+01,1.361567497253417969e+01
1.642903930664062500e+03,4.517716979980468750e+01,8.848905944824218750e+01,3.980694961547851562e+01,1.426045417785644531e+01
1.253106811523437500e+03,3.578890228271484375e+01,8.892572784423828125e+01,8.004928588867187500e+00,1.388832569122314453e+01
2.242794433593750000e+03,6.251127624511718750e+01,8.867857360839843750e+01,6.325085067749023438e+01,1.327925586700439453e+01
1.070378295898437500e+03,2.918457221984863281e+01,8.637407684326171875e+01,9.588802337646484375e+01,1.400221061706542969e+01
2.318956054687500000e+03,6.430001068115234375e+01,9.155685424804687500e+01,6.175212097167968750e+01,1.202858734130859375e+01
2.865690429687500000e+03,5.164579749107360840e-01,8.829206085205078125e+01,5.943746566772460938e+01,1.208851623535156250e+01
2.105476562500000000e+03,5.863931274414062500e+01,9.389656066894531250e+01,3.950072479248046875e+01,1.370645427703857422e+01
1.329510986328125000e+03,3.711329269409179688e+01,9.459349060058593750e+01,4.242102432250976562e+01,1.306336402893066406e+01
1.110824707031250000e+03,3.076018905639648438e+01,9.347052001953125000e+01,7.005811309814453125e+01,1.274023628234863281e+01
2.007641479492187500e+03,5.584297561645507812e+01,8.791634368896484375e+01,2.419203186035156250e+01,1.417515659332275391e+01
1.923200561523437500e+03,5.314226531982421875e+01,8.992402648925781250e+01,7.609720611572265625e+01,1.297533130645751953e+01
2.554020263671875000e+03,7.135169982910156250e+01,1.292836456298828125e+02,4.019271850585937500e+01,1.413716602325439453e+01
2.953130859375000000e+03,8.309987640380859375e+01,8.728645324707031250e+01,7.219068145751953125e+01,1.242218303680419922e+01
6.759970703125000000e+03,4.756169128417968750e+01,9.183668518066406250e+01,6.454145050048828125e+01,1.391840267181396484e+01
2.631777587890625000e+03,7.254412841796875000e+01,9.022631835937500000e+01,7.639234161376953125e+01,1.399811172485351562e+01
2.842461914062500000e+03,7.947621917724609375e+01,9.097923278808593750e+01,8.664616394042968750e+01,1.291120719909667969e+01
2.144042724609375000e+03,5.953849411010742188e+01,8.839733886718750000e+01,3.220074081420898438e+01,1.206828784942626953e+01
2.631181884765625000e+03,7.277321624755859375e+01,8.936077880859375000e+01,4.300345230102539062e+01,1.322741508483886719e+01
8.091881713867187500e+02,2.232509994506835938e+01,8.512535095214843750e+01,9.097922515869140625e+01,1.360453319549560547e+01
3.785552001953125000e+03,1.061461563110351562e+02,9.138932037353515625e+01,3.424666595458984375e+01,1.431391906738281250e+01
2.977340087890625000e+03,8.354737091064453125e+01,8.526532745361328125e+01,7.434599304199218750e+01,1.413036346435546875e+01
3.701254882812500000e+03,1.035915222167968750e+02,8.896053314208984375e+01,9.119120025634765625e+01,1.350173473358154297e+01
2.694925781250000000e+03,7.550006103515625000e+01,9.110791778564453125e+01,1.667206883430480957e+00,1.243615722656250000e+01
1.488057983398437500e+03,4.255465698242187500e+01,8.654794311523437500e+01,4.780078506469726562e+01,1.360632324218750000e+01
3.530889892578125000e+03,9.829827117919921875e+01,8.558303070068359375e+01,2.813838958740234375e+01,1.273398399353027344e+01
1.424593750000000000e+03,3.952645111083984375e+01,9.449293518066406250e+01,4.028796005249023438e+01,1.408530235290527344e+01
2.344428222656250000e+03,6.609015655517578125e+01,8.978237915039062500e+01,2.294311141967773438e+01,1.355550670623779297e+01
1.780838378906250000e+03,4.967303085327148438e+01,8.600746917724609375e+01,1.326338171958923340e+00,1.288822174072265625e+01
8.509321899414062500e+02,2.436566352844238281e+01,9.000606536865234375e+01,5.405718612670898438e+01,1.338096237182617188e+01
8.013692016601562500e+02,2.262335205078125000e+01,9.121665954589843750e+01,1.384352779388427734e+01,1.223128223419189453e+01
1.369359375000000000e+03,3.863617324829101562e+01,9.205014801025390625e+01,3.313214874267578125e+01,1.259416770935058594e+01
2.977578125000000000e+03,8.471699523925781250e+01,8.703253173828125000e+01,6.529975891113281250e+01,1.283285331726074219e+01
1.291077514648437500e+03,3.569810867309570312e+01,9.367800903320312500e+01,5.055317306518554688e+01,1.332959175109863281e+01
1.487168823242187500e+03,4.235425186157226562e+01,8.844773864746093750e+01,3.915143966674804688e+01,1.338248825073242188e+01
1.433580200195312500e+03,3.937795257568359375e+01,9.388681030273437500e+01,9.248408508300781250e+01,1.257617568969726562e+01
2.688010009765625000e+03,7.449551391601562500e+01,9.477743530273437500e+01,9.397342681884765625e+01,1.411431407928466797e+01
2.532070556640625000e+03,7.079866790771484375e+01,8.550083923339843750e+01,5.422789001464843750e+01,1.291780090332031250e+01
1.408648559570312500e+03,3.877510833740234375e+01,9.436319732666015625e+01,5.981732940673828125e+01,1.334690189361572266e+01
1.316013061523437500e+03,3.641485977172851562e+01,9.387989044189453125e+01,7.773587036132812500e+01,1.329415416717529297e+01
1.170955810546875000e+03,3.290718841552734375e+01,9.464768981933593750e+01,5.458475494384765625e+01,1.278056049346923828e+01
2.318131347656250000e+03,6.485807037353515625e+01,8.531240844726562500e+01,6.904080963134765625e+01,1.308771896362304688e+01
3.024033691406250000e+03,8.421127319335937500e+01,8.954688262939453125e+01,1.470611286163330078e+01,1.404520797729492188e+01
3.872262695312500000e+03,1.079945755004882812e+02,8.565483093261718750e+01,8.981562042236328125e+01,1.275190544128417969e+01
2.235834960937500000e+03,6.273093414306640625e+01,8.587647247314453125e+01,8.300282287597656250e+01,1.433494949340820312e+01
2.254777099609375000e+03,6.252962112426757812e+01,9.459791564941406250e+01,9.607672882080078125e+01,1.404724311828613281e+01
1.313245849609375000e+03,3.594094085693359375e+01,9.039437866210937500e+01,4.813753890991210938e+01,1.342892456054687500e+01
3.507366943359375000e+03,9.858144378662109375e+01,9.393297576904296875e+01,2.686611747741699219e+01,1.210635566711425781e+01
2.655368896484375000e+03,7.401245117187500000e+01,8.567402648925781250e+01,3.196627426147460938e+01,1.253007698059082031e+01
1.648683105468750000e+03,4.640781784057617188e+01,8.925102996826171875e+01,8.794116973876953125e+01,1.267585277557373047e+01
2.085414550781250000e+03,5.799880981445312500e+01,8.632961273193359375e+01,8.081095123291015625e+01,1.288148784637451172e+01
2.553218261718750000e+03,7.099132537841796875e+01,8.807668304443359375e+01,4.695324897766113281e+00,1.213026142120361328e+01
